,NAMES,AREA,LOCALITY,ZONE N PERSON,NOTE,USP, ,LOWS - DONT DISCLOSE,Pics,PRICE,LOCATION,FOOD ,Drive Link,exact name,exact location,group name,,manager number ,mng name,owner name & number,,,,,url
,ZELITE COED,BELLANDUR,"ECOWORLD, BELLANDUR, ETV",,,  ,,17/31,,"⚡️ Welcome to Gharpayy ZELITE COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 21 k~, *now just 19 k!
❤️Private rooms - ~Formerly 35 k~, *now specially priced at  33k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","📍GHARPAYY ZELITE  COED!
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/eKvChsGkhj81mWV76 ]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨""",3 TIMES VEG/NON VEG,,JYOTIS HOMESTAY STUDIO ROOMS,https://maps.app.goo.gl/1VX2AFSxTsawgR4P6,Jyothis x gharpayy zelite,https://youtube.com/shorts/o9Pm9ZpFmFY,7829501828,Suresh,somu,86880 66287,,,,"https://www.google.com/maps/place/Jyothis+Homestay+studio+rooms+and+coliving+space/@12.9410677,77.6990167,1142m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae1327f5c2371f:0x3ed55b60b0717f23!8m2!3d12.9410677!4d77.7015916!16s%2Fg%2F11mcwb12y9?entry=tts&g_ep=EgoyMDI1MDUxMy4xIPu8ASoASAFQAw%3D%3D&skid=acc3c2b6-ff2b-4b96-8b5d-07c4f7b19470"
,PHANTOM COED,BELLANDUR,"ECOWORLD, BELLANDUR, ETV",,,"NEW PG / PRIME LOCATION, PRIVATE  TV, FOOD GOOD,",,14/23,,"⚡️ Welcome to Gharpayy PHANTOM COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 17 k~, *now just 15 k!
❤️Private rooms - ~Formerly 27 k~, *now specially priced at 25 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","📍GHARPAYY PHANTOM COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/dNUpaeppQgt3U2jDA]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨G""",3 TIMES VEG/NON VEG,,EDEN PREMIUM COLIVING,https://maps.app.goo.gl/UZui9pGQxqmyFd9u8,na,https://youtube.com/shorts/4dNEu7pUEgs,9133743622,manager,,,,,,"https://www.google.com/maps/place/Eden+Premium+Studio+Rooms/@12.9376456,77.7022997,1106m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae1300594688dd:0x85130fa08958c9ca!8m2!3d12.9376456!4d77.7022997!16s%2Fg%2F11m6_9qv3x!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
,ZEEST COED,MAHADEVPURA,MAHADEVPURA,,MDV,,,12/23,,"""⚡️ Welcome to Gharpayy ZEEST COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 16 k~, *now just 14 k!
❤️Private rooms - ~Formerly 26 k~, *now specially priced at 24 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""""""","""📍GHARPAYY ZEEST  COED!
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/xpp8Ekvknp7NxdUAA]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨""",3 TIMES VEG/NON VEG,,WIX COLIVING MAHADEVPURA,https://maps.app.goo.gl/W7uMaQjEffNUPGAJ8,WIX x ZEST GHARPAYY,https://youtube.com/shorts/jFJRypHVCj4,89858 78106,KRANTI,,,,,,"https://www.google.com/maps/place/wix+coliving+-+Mahadevapura/@12.983777,77.7086447,20z/data=!4m6!3m5!1s0x3bae112f0e402f0d:0x21cf5c43f836870e!8m2!3d12.9838351!4d77.7095225!16s%2Fg%2F11xgrqnwgn?entry=tts&g_ep=EgoyMDI1MDYxMS4wIPu8ASoASAFQAw%3D%3D&skid=e211d127-27e5-427f-aa51-13ab4e54d12e"
,WISTA  GIRLS C,"MANYATA 
NAGWARA","Nagawara
MANYATA
MTP
HEBBAL CIRCL",,,"NEW 
PROPERTY",80,10-11 / 18-19,,"""⚡️ Welcome to Gharpayy WISTA  GIRLS C! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 14k~, **now just 12k!*
❤️Private rooms - ~Formerly 23k~, **now specially priced at 21k!*

💥 Act Fast: Lock in your reservation NOW and save 3000+ RS every month on a 2-month stay! *Offer expires in few hours. *Prebook* now for just 5k!","""📍GHARPAYY WISTA GIRLS C !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/hMYCpCqMosvzbnrQ9]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨
""",3 times VEG & NON VEG,,Surya Royal Homes Girls Blossom,https://maps.app.goo.gl/xLEuU2TVUqZrC7Dk6,Gharpayy X Surya Royal,https://youtube.com/shorts/j4NdXeZVWVg,90088 01504,PRASAD,,,,,,"https://www.google.com/maps/place/Country+Inn+%26+Suites+by+Radisson%E2%80%A6+%E0%B2%95%E0%B2%82%E0%B2%9F%E0%B3%8D%E0%B2%B0%E0%B2%BF+%E0%B2%87%E0%B2%A8%E0%B3%8D+%26+%E0%B2%B8%E0%B3%82%E0%B2%9F%E0%B3%8D%E0%B2%B8%E0%B3%8D+%E0%B2%AC%E0%B3%88+%E0%B2%B0%E0%B2%A6%E0%B2%BF%E0%B2%B8%E0%B3%8D%E0%B2%B8%E0%B3%8B%E0%B2%A8%E0%B3%8D%E2%80%A6/@13.0416275,77.6130091,249m/data=!3m1!1e3!4m11!1m5!3m4!2zMTPCsDAyJzMwLjAiTiA3N8KwMzYnNDYuMyJF!8m2!3d13.041672!4d77.612868!3m4!1s0x3bae176cc9676785:0xf0c9195b21e99d42!8m2!3d13.0419464!4d77.613084!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
,CIA COED,"MANYATA 
NAGWARA","Nagawara
MANYATA
MTP
HEBBAL CIRCL",,,"NEW 
PROPERTY",50,9/17k,,"""⚡️ Welcome to Gharpayy CIA COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 13k~, **now just 11k!*
❤️Private rooms - ~Formerly 21k~, **now specially priced at 19k!*

💥 Act Fast: Lock in your reservation NOW and save 3000+ RS every month on a 2-month stay! *Offer expires in few hours. *Prebook* now for just 5k!","""📍GHARPAYY CIA COED!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/wVcQBggkCpdj2cMB7]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨
""",3 times VEG & NON VEG,,"GOPU HOME STAYS G7 
 MICASA COLIVING",https://maps.app.goo.gl/t15Dp2keYX5s1xfw6,Gopu x gharpayy MG,https://youtube.com/shorts/zHpny20GLN0,96526 56712,"INDRASENA 
REDDY","MADAN REDDY
99166 69290",,,,,"https://www.google.com/maps/place/Micasa+PG/@13.0370163,77.6132274,1141m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae17007376223b:0x21cb67dd26d02664!8m2!3d13.0370163!4d77.6158023!16s%2Fg%2F11wx9mtz32?entry=tts&g_ep=EgoyMDI1MDYyOS4wIPu8ASoASAFQAw%3D%3D&skid=c3c9109a-0bd5-455e-9898-cb4a47dbf56a"
,KNIGHT COED,AECS/BROOKFIELD,"AECS
/BROOKFIELD",,,,,12/22,,"""⚡️ Welcome to Gharpayy KNIGHT COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 17k~, *now just 15k!
❤️Private rooms - ~Formerly 27 k~, *now specially priced at 25 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""""""","""📍GHARPAYY KNIGHT COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/U4PqHyNZ5VHtZr4f7]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 times VEG & NON VEG,-,HIVE COLIVING ITPL MAIN ROAD,https://maps.app.goo.gl/67BLnAV5ZBGwJ5Kw9,,https://youtube.com/shorts/94qpu_wJqco,94416 43651,SUDHIR,,,,,,"https://www.google.com/maps/place/Hive+coliving/@12.958512,77.7156136,21z/data=!4m6!3m5!1s0x3bae13b0ca64f351:0xe1a8dc332c1079d1!8m2!3d12.9586524!4d77.7157721!16s%2Fg%2F11y41pzt21!5m1!1e1?entry=tts&g_ep=EgoyMDI1MDYxNy4wIPu8ASoASAFQAw%3D%3D&skid=76dbb3f3-95e5-4f0d-88df-267de052d179"
,TREO COED,BELLANDUR/ETV,,,,,,10/19,,"""⚡️ Welcome to Gharpayy TREO COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 14 k~, *now just 12 k!
❤️Private rooms - ~Formerly 23 k~, *now specially priced at 21 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""""""","""📍GHARPAYY TREO COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/98XHhQYXgfkbj1Hd9]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 times VEG & NON VEG,-,SRI SRINIVASA COMFORT CO-LIVING PG,https://maps.app.goo.gl/nkMNbWx7AmokpKrX8,,,,,"8639188095
mohan",,,,,"https://www.google.com/maps/place/SRI+SRINIVASA+COMFORT+CO-LIVING+PG/@12.9254919,77.6961952,20z/data=!4m6!3m5!1s0x3bae13952b9b431f:0xcf5225c263b53fe2!8m2!3d12.9254923!4d77.6967357!16s%2Fg%2F11krg9j_wf?entry=tts&g_ep=EgoyMDI1MDYyMy4yIPu8ASoASAFQAw%3D%3D&skid=51f8f498-da1b-472d-9d2a-173e07de4950"
,ZEQ COED,"Mahadevapura,  Marathahalli",,,,,,13/22.5,,"""⚡️ Welcome to Gharpayy  ZEQ COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* *2K OFF MONTHLY* 

💛Dual Sharing. - ~~Originally 16k~~, **now just 14k!*
❤️Private rooms - ~~Formerly 27k~~, **now specially priced at 25k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 2-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""

> GYM N GAMES , SMART LED ,  VENTILATED ROOMS","📍GHARPAYY _ZEQ COED_!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [ https://maps.app.goo.gl/43gSocHDWsPgoVBq6 ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 times VEG & NON VEG,,Bonzer coliving,https://maps.app.goo.gl/3vBsgytqpv8VNAkMA,Bonzer x gharpayy ZEQ COED,,831 037 6409,,,,,,,"https://www.google.com/maps/place/Bonzer+Co-Live/@12.9829475,77.7046076,19z/data=!3m1!4b1!4m6!3m5!1s0x3bae11c3c6520281:0xbf3b5d691964b9e9!8m2!3d12.9829475!4d77.7052513!16s%2Fg%2F11yfd4h3v6?entry=tts&g_ep=EgoyMDI1MDYzMC4wIPu8ASoASAFQAw%3D%3D&skid=830fa412-a9c9-4778-95d3-a0fa2033a8dd"
,NEX COED,Koramangala,,,ELECTRICTY BILL EXTRA (NOTE),,,13/16/26,,"⚡️ Welcome to Gharpayy  NEX COED ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 15k~, **now only 13k!*
💛Dual Sharing. - ~Originally 19k~, **now just 17k!*
❤️Private rooms - ~Formerly 29k~, **now specially priced at 27k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary","GHARPAYY NEX COED

🚀 Attention: Pre-Booking Required! enjoy a seamless experience upon arrival! 

🎯DESTINATION : https://maps.app.goo.gl/FYuooqoSNE6uyZVQ7

Secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",3 times VEG & NON VEG,,,,,,,,,,,,,"https://www.google.com/maps/place/idexcel/@12.9337453,77.6101712,151m/data=!3m1!1e3!4m14!1m7!3m6!1s0x3bae144d859731bb:0x7be523c4ee2a1b09!2sNexus+Mall+Koramangala!8m2!3d12.934692!4d77.6111212!16zL20vMGZ4dGM1!3m5!1s0x3bae144d8c213f4d:0x45f5f8b7b2cb966d!8m2!3d12.9336858!4d77.6105961!16s%2Fg%2F1ttyv58s!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
,LUNA GIRLS,Jayanagar/Jp Nagar,,,,,,"15/19/30


MAINTANENCE 5K",,"⚡️ Welcome to Gharpayy  LUNA GIRLS ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 18k~, **now only 16k!*
💛Dual Sharing. - ~Originally 21k~, **now just 19k!*
❤️Private rooms - ~Formerly 33k~, **now specially priced at 31k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary","""GHARPAYY LUNA GIRLS

🚀 Attention: Pre-Booking Required! enjoy a seamless experience upon arrival! 

🎯DESTINATION : [https://maps.app.goo.gl/x7frvw1knt4JgM4y9]

Secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨""",3 times VEG & NON VEG,,Sakshi Living Ladies PG JAYANAGAR | Womens PG | Girls Hostel,https://maps.app.goo.gl/np754fCUBa76r5nSA,,,"‪+91 74166 87752
",VINOD,‬‪+91 74119 11136‬,VISHNU REDDY,,,,"https://www.google.com/maps/place/Sakshi+Living+Ladies+PG+JAYANAGAR+%7C+Womens+PG+%7C+Girls+Hostel/@12.9393319,77.5814449,21z/data=!4m6!3m5!1s0x3bae1533ac60be1d:0xd32055631975678c!8m2!3d12.9392911!4d77.581241!16s%2Fg%2F11sd_vz9hv?entry=tts&g_ep=EgoyMDI1MDcwNy4wIPu8ASoASAFQAw%3D%3D&skid=3923b15f-982a-45f9-95b4-bfbdd29376a5"
,STM COED,Silk Board/Btm,,,,,,15,,"""⚡️ Welcome to Gharpayy STM COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 15 k~, *now just 13 k!
❤️Private rooms - ~Formerly 25 k~, *now specially priced at 23 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","GHARPAYY STM COED!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/fMvhD5Sd3ayi4F47A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 times VEG & NON VEG,,SLC ROYAL CO-LIVE,https://maps.app.goo.gl/tvRRvZHE7ifTVpFw9,Slc coliving × Gharpayy  STM COED,, 81870 10212,,,,,,,"https://www.google.com/maps/place/SLC+ROYAL+CO-LIVE/@12.9220241,77.6137643,1142m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae150000aa9991:0x1d99ed5dcdf7f7b0!8m2!3d12.9220241!4d77.6137643!16s%2Fg%2F11ycjwgyx7!5m1!1e1?entry=tts&g_ep=EgoyMDI1MDcwOC4wIPu8ASoASAFQAw%3D%3D&skid=dabc031b-f141-4a2b-afe4-adc38af2c7f8"
,FLEX COED,Electronic city PHASE 2,"Shanthipura/
 electronic city",,,,,15/9/8,,"⚡️ Welcome to Gharpayy  FLEX COED ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 11k~, **now only 9k!*
💛Dual Sharing. - ~Originally 13k~, **now just 11k!*
❤️Private rooms - ~Formerly 19k~, **now specially priced at 17k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary","GHARPAYY FLEX COED!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/oQYZPJRAYMoQwhp29]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 times VEG & NON VEG,,Live in space,https://maps.app.goo.gl/hARduWzzenLaqcmL7,P2 liv in x gharpayy ecity phase 2,,,,"‪+91 95157 75563‬

Indrasena",,,,,"https://www.google.com/maps/place/Live+in+space/@12.850686,77.6815487,147m/data=!3m1!1e3!4m6!3m5!1s0x3bae6da883cdd021:0x9fbb9506d4889352!8m2!3d12.8508068!4d77.6814867!16s%2Fg%2F11vx4z1x0s!5m1!1e1?entry=tts&g_ep=EgoyMDI1MDcwOC4wIPu8ASoASAFQAw%3D%3D&skid=78c3c4c2-105a-466f-becf-7f8643e25249"
,S GIRLY RK,Koramangala,"SG PALYA + all Koramangala /
NEXUS/ tavrekere",,,,,12/25,,"""⚡️ Welcome to Gharpayy S GIRLY ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 16 k~, *now just 14 k!
❤️Private rooms - ~Formerly 29 k~, *now specially priced at 27 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","GHARPAYY S GIRLY !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/y6Rf5dBpvY6TBak3A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 times VEG ,,SRI PMR PG FOR LADIES,"https://www.google.com/maps/place/Sri+Krishna+Krupa+Ladies+PG/@12.93239,77.6062057,1106m/data=!3m3!1e3!4b1!5s0x3bae1452c6fb8d21:0x8ffc0292c4beffeb!4m6!3m5!1s0x3bae15aac47c24d9:0x532015d196fb8f48!8m2!3d12.9323848!4d77.6087806!16s%2Fg%2F11j7yxsvrt!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",GG AFFORDABLE SG,,,,81055 80674,,,,,"https://www.google.com/maps/place/Sri+Krishna+Krupa+Ladies+PG/@12.93239,77.6062057,1106m/data=!3m3!1e3!4b1!5s0x3bae1452c6fb8d21:0x8ffc0292c4beffeb!4m6!3m5!1s0x3bae15aac47c24d9:0x532015d196fb8f48!8m2!3d12.9323848!4d77.6087806!16s%2Fg%2F11j7yxsvrt!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
,GRAND GIRLY,Koramangala,"SG PALYA + all Koramangala /
NEXUS/ tavrekere","KORA , ALL/YPR , ABHAYY",,,,23/13/10,,"""⚡️ Welcome to Gharpayy GRAND GIRLY ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 16 k~, *now just 14 k!
❤️Triple Sharing - ~Formerly 14 k~, *now specially priced at 12 k!
❤️Private rooms - ~Formerly 27 k~, *now specially priced at 25 k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","GHARPAYY GRAND GIRLY !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION []

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",,,,,,,,,,,,,,
,ZEXUS BOYS,Koramangala,"SG PALYA + all Koramangala /
NEXUS/ tavrekere","KORA , ALL/YPR , ABHAYY","ELECTRICTY BILL EXTRA (NOTE)

AC IS 2K EXTRA",,,14(NON AC)/ 16(AC)/ 25,,"""⚡️ Welcome to Gharpayy ZEXUS BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 18 k~, *now just 16 k!
❤️Private rooms - ~Formerly  29k~, *now specially priced at 27k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","""📍 Gharpayy ZEXUS BOYS!!!
🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION https://maps.app.goo.gl/MXaGBkoENA3icm6r7

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 times ,,,,,https://youtube.com/shorts/UPfU1YUo2VU,,,,,,,,"google.com/maps/place/Your+space+Boys+Hostel+-+Hosur+Road,+Bangalore/@12.9386778,77.6063177,1106m/data=!3m1!1e3!4m7!3m6!1s0x3bae15b994f03035:0x27b6a87df0ad17eb!8m2!3d12.9352903!4d77.6092287!15sCiF5b3Vyc3BhY2UgS29yYW1hbmdhbGEgTmV4dXMgTW9kZWwiA4gBAVojIiF5b3Vyc3BhY2Uga29yYW1hbmdhbGEgbmV4dXMgbW9kZWySARFzdHVkZW50X2Rvcm1pdG9yeZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGIzRllVM0pSUlJBQuABAPoBBAgsECQ!16s%2Fg%2F11qn2qhx9f!5m1!1e1?entry=tts&g_ep=EgoyMDI1MTIwMi4wIPu8ASoASAFQAw%3D%3D&skid=8bec85c8-cedf-439b-87c9-59e6821eeda3"
,MAGNUS COED,"MANYATA 
NAGWARA","Nagawara
MANYATA
MTP
HEBBAL
 CIRCL",MTP,,"NEW 
PROPERTY",100,9/12/15,,"""⚡️ Welcome to Gharpayy MAGNUS COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Triple Sharing. - ~Originally 13k~, **now just 11k!*
💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 20k~, **now specially priced at 17k!*

💥 Act Fast: Lock in your reservation NOW and save 3000+ RS every month on a 2-month stay! *Offer expires in few hours. *Prebook* now for just 5k!","""📍GHARPAYY MAGNUS COED!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/wVcQBggkCpdj2cMB7]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨
""",3 times VEG & NON VEG,,SURYA COLIVING PG,https://maps.app.goo.gl/pu6n5bDUdXev3DvD6,Surya colive X Gharpayy Magnus,,,," 79974 77685

RANGA REDDY",,,,,"https://www.google.com/maps/place/Surya+Co-living+PG/@13.0376374,77.4639953,12z/data=!4m7!3m6!1s0x3bae17e1a7e766c7:0xe25fa2cc3da40124!8m2!3d13.0376374!4d77.6164306!15sChFTVVJZQSBDT0xJVklORyBQRloTIhFzdXJ5YSBjb2xpdmluZyBwZpIBEXN0dWRlbnRfZG9ybWl0b3J5mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJzMVYyVlZlSFJrVlZKVVUxWkdlV1ZYTkRGYWJUVnJWRE53TTJReFJSQUKqAVEKDS9nLzExeWZicTlnNTMQASoGIgJwZigAMh8QASIb9ruDnMTpDYyu3HZxrUPsT74ZrG7pwgZaIPQgMhUQAiIRc3VyeWEgY29saXZpbmcgcGbgAQD6AQQIABAd!16s%2Fg%2F11yfbq9g53?entry=tts&g_ep=EgoyMDI1MDcxMy4wIPu8ASoASAFQAw%3D%3D&skid=0cd06a80-5a95-4aa6-a1b9-3f3ea730e9c6"
,CIA COED B,"MANYATA/
 THANISANDRA
BHARTIYA CITY",,MTP,"DEPOSIT IS 10k(LAST)

ONLY BREAKFAST & DINNER ON WEEKDAYS",,20,11/ 20,,"""⚡️ Welcome to Gharpayy CIA COED B! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 24k~, **now specially priced at 22k!*

💥 Act Fast: Lock in your reservation NOW and save 3000+ RS every month on a 2-month stay! *Offer expires in few hours. *Prebook* now for just 5k!","""📍GHARPAYY CIA COED B!
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/rgAoSF42L1NFdeGp7]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨
""",3 times VEG & NON VEG,,GOPU HOMESTAYS G4,https://maps.app.goo.gl/rgAoSF42L1NFdeGp7,Gopu x gharpayy MG,https://youtube.com/shorts/zHpny20GLN0,70225 68295,Rajendra,"MADAN REDDY
99166 69290",,,,,"https://www.google.com/maps/place/Jupiter+Works+Media/@13.0612149,77.6290331,71m/data=!3m1!1e3!4m6!3m5!1s0x3bae1981829df42f:0xe336cbee76e4ee7f!8m2!3d13.0612508!4d77.6291778!16s%2Fg%2F11vk_7fn88?entry=tts&g_ep=EgoyMDI1MDcxMy4wIPu8ASoASAFQAw%3D%3D&skid=982c8f32-af17-4be0-8867-9356ee13f5d6"
